,Selection ID,Best Back Price,Best Back Size,Best Lay Price,Best Lay Size,Last Price Traded,Total Matched,Status,Removal Date,Adjustment Factor
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.2,29.7,10.5,7.62,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,10.6,55.0,6.94,,0.0,ACTIVE,,2.692
3,39171337,4.8,37.34,5.1,17.94,5.0,822.83,ACTIVE,,10.014
4,24120463,27.0,11.63,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,9.8,7.17,13.0,8.69,,0.0,ACTIVE,,10.014
6,39611683,7.8,26.07,8.2,7.47,8.0,37.81,ACTIVE,,17.698
7,27790488,34.0,7.48,180.0,6.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,12.52,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,25.0,5.23,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.2,29.7,10.5,7.62,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,10.6,55.0,6.94,,0.0,ACTIVE,,2.692
3,39171337,4.8,37.34,5.1,17.94,5.0,822.83,ACTIVE,,10.014
4,24120463,27.0,11.63,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,9.8,7.17,13.0,8.69,,0.0,ACTIVE,,10.014
6,39611683,7.8,28.87,11.0,6.81,8.2,52.75,ACTIVE,,17.698
7,27790488,34.0,7.48,180.0,6.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,12.52,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,25.0,5.23,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.2,29.7,10.5,7.62,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,10.6,55.0,6.94,,0.0,ACTIVE,,2.692
3,39171337,4.8,37.34,5.1,17.94,5.0,822.83,ACTIVE,,10.014
4,24120463,27.0,11.63,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,9.8,7.97,13.0,8.69,,0.0,ACTIVE,,10.014
6,39611683,7.8,28.87,11.0,6.81,8.2,52.75,ACTIVE,,17.698
7,27790488,34.0,7.48,180.0,6.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,12.52,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.5,5.2,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.2,29.7,10.5,7.62,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,10.6,55.0,6.94,,0.0,ACTIVE,,2.692
3,39171337,4.8,37.34,5.1,17.94,5.0,822.83,ACTIVE,,10.014
4,24120463,27.0,11.63,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,9.8,7.97,13.0,8.69,,0.0,ACTIVE,,10.014
6,39611683,7.8,31.48,11.0,6.81,8.2,52.75,ACTIVE,,17.698
7,27790488,34.0,7.48,180.0,6.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,12.52,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.5,5.2,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.4,9.4,10.0,6.16,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.34,48.0,8.53,,0.0,ACTIVE,,2.692
3,39171337,4.8,25.91,5.1,17.94,4.8,845.7,ACTIVE,,10.014
4,24120463,27.0,13.37,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,9.8,7.97,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,6.09,11.0,5.91,8.2,52.75,ACTIVE,,17.698
7,27790488,34.0,9.22,170.0,6.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.5,8.94,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.4,10.96,9.8,5.26,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,14.34,48.0,6.8,,0.0,ACTIVE,,2.692
3,39171337,4.8,25.91,5.1,17.94,4.8,845.7,ACTIVE,,10.014
4,24120463,28.0,6.67,95.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,16.16,11.0,7.91,8.2,52.75,ACTIVE,,17.698
7,27790488,34.0,11.22,170.0,8.53,,0.0,ACTIVE,,1.284
8,39880770,9.2,19.73,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.0,7.0,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.4,9.37,10.5,7.66,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.34,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,25.91,5.1,17.94,4.8,845.7,ACTIVE,,10.014
4,24120463,28.0,6.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,7.49,11.0,5.91,8.2,52.75,ACTIVE,,17.698
7,27790488,32.0,10.1,170.0,6.36,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.0,7.03,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.4,9.37,10.5,7.66,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.34,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,25.91,5.1,17.94,4.8,845.7,ACTIVE,,10.014
4,24120463,28.0,6.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,14.43,11.5,7.6,8.2,52.75,ACTIVE,,17.698
7,27790488,32.0,10.1,220.0,6.17,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,10.5,9.58,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.0,10.24,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,39.18,10.5,5.76,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.34,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.94,4.8,845.7,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,15.32,10.5,6.82,8.2,52.75,ACTIVE,,17.698
7,27790488,32.0,10.1,220.0,8.17,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.0,9.89,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,39.18,10.5,5.76,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.34,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,6.1,11.0,9.25,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,6.86,220.0,8.17,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,14.5,5.63,19.0,11.39,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,5.35,10.5,6.02,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.6,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,7.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,15.7,11.0,5.58,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,200.0,7.05,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,8.74,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,5.35,10.5,5.56,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.6,44.0,5.06,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,7.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,5.13,11.0,5.58,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,190.0,5.74,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,8.74,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,5.74,10.5,5.56,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,12.6,38.0,5.87,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,7.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.06,11.0,5.58,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,5.74,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,8.74,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,5.74,11.5,8.83,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,6.0,38.0,5.87,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,7.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.06,11.0,5.58,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,7.74,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,5.74,11.5,6.46,7.6,56.3,ACTIVE,,17.698
2,26736824,19.5,6.0,36.0,7.0,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,7.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.06,11.0,5.58,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,7.74,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,9.2,11.0,10.34,7.6,56.3,ACTIVE,,17.698
2,26736824,19.0,16.0,36.0,9.0,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,5.93,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.06,12.0,13.24,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,5.79,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,40.51,11.5,7.53,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,5.74,34.0,5.91,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,9.8,11.0,5.32,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,6.86,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,8.74,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,40.51,11.5,7.53,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,5.74,34.0,6.52,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,9.8,11.0,5.32,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,6.86,180.0,5.79,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,8.74,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,43.12,11.0,6.55,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,5.74,34.0,6.52,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,9.8,11.0,5.32,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,6.86,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,43.12,11.0,5.37,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,5.74,34.0,7.23,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,9.8,11.0,5.32,8.2,52.75,ACTIVE,,17.698
7,27790488,36.0,7.41,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.2,17.73,9.8,13.06,9.8,63.39,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,43.12,11.0,5.2,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,7.74,34.0,7.23,,0.0,ACTIVE,,2.692
3,39171337,4.8,55.3,5.1,17.92,4.9,869.3,ACTIVE,,10.014
4,24120463,28.0,7.67,95.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,6.84,10.5,6.43,8.0,59.71,ACTIVE,,17.698
7,27790488,36.0,7.41,180.0,5.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,8.27,9.8,13.06,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,43.12,11.0,5.2,8.0,91.05,ACTIVE,,17.698
2,26736824,19.5,6.67,34.0,7.23,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
4,24120463,28.0,7.67,95.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,7.8,13.95,10.5,6.43,8.0,71.84,ACTIVE,,17.698
7,27790488,36.0,6.86,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,8.27,9.8,13.06,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,19.0,9.65,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,17.38,4.8,7.07,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,8.02,11.5,5.78,8.0,91.05,ACTIVE,,17.698
2,26736824,17.5,5.73,34.0,6.64,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
4,24120463,28.0,7.15,95.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,5.67,11.0,5.13,8.0,71.84,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,5.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,13.49,9.6,6.25,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,18.5,6.53,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,20.09,5.6,20.74,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,8.02,11.5,5.78,8.0,91.05,ACTIVE,,17.698
2,26736824,17.5,5.73,34.0,6.64,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
4,24120463,28.0,7.15,95.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,8.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.28,11.0,5.13,8.0,71.84,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,13.49,9.8,13.06,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,18.5,6.53,15.0,68.45,ACTIVE,,2.692
0,40251364,4.4,22.09,5.2,6.41,4.2,339.83,ACTIVE,,26.609
1,51002,8.0,10.02,11.0,7.46,8.0,91.05,ACTIVE,,17.698
2,26736824,17.0,7.21,34.0,6.64,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
4,24120463,28.0,7.15,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.28,10.5,6.69,8.0,71.84,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,5.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,13.49,9.8,13.06,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,18.5,6.53,15.0,68.45,ACTIVE,,2.692
0,40251364,4.5,55.87,4.8,5.34,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,38.23,10.5,6.37,8.0,125.81,ACTIVE,,17.698
2,26736824,17.0,7.21,34.0,6.64,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
4,24120463,28.0,7.15,100.0,5.16,,0.0,ACTIVE,,1.284
5,5182409,10.0,5.58,14.0,6.95,,0.0,ACTIVE,,10.014
6,39611683,8.0,8.28,10.5,6.69,8.0,71.84,ACTIVE,,17.698
7,27790488,36.0,5.12,180.0,7.79,,0.0,ACTIVE,,1.284
8,39880770,9.0,13.49,9.8,13.06,9.0,124.02,ACTIVE,,10.014
9,1232383,13.5,6.5,18.5,6.53,15.0,68.45,ACTIVE,,2.692
0,40251364,4.5,55.87,5.3,8.17,4.2,339.83,ACTIVE,,26.609
1,51002,7.8,38.23,10.5,6.37,8.0,125.81,ACTIVE,,17.698
2,26736824,17.0,7.21,34.0,6.64,,0.0,ACTIVE,,2.692
3,39171337,4.8,18.9,5.1,17.92,4.8,942.11,ACTIVE,,10.014
