,Selection ID,Best Back Price,Best Back Size,Best Lay Price,Best Lay Size,Last Price Traded,Total Matched,Status,Removal Date,Adjustment Factor
3,42336139,5.7,5.11,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,9.97,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,7.22,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.5,6.24,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,1000.0,5.67,85.0,2.0,ACTIVE,,0.749
0,16140152,3.9,5.14,5.0,15.37,,0.0,ACTIVE,,22.272
1,38328114,3.15,10.58,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,10.5,9.86,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.7,5.11,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,9.97,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.0,8.07,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,440.0,5.51,85.0,2.0,ACTIVE,,0.749
0,16140152,3.7,6.45,4.4,30.18,,0.0,ACTIVE,,22.272
1,38328114,3.35,5.45,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,8.26,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.3,5.86,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,10.37,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.0,8.07,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,440.0,5.51,85.0,2.0,ACTIVE,,0.749
0,16140152,3.7,6.45,4.4,30.18,,0.0,ACTIVE,,22.272
1,38328114,3.35,5.65,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,8.26,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.4,7.18,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,10.37,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.0,8.07,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,440.0,8.43,85.0,2.0,ACTIVE,,0.749
0,16140152,3.7,6.45,4.4,30.18,,0.0,ACTIVE,,22.272
1,38328114,3.5,8.52,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,8.26,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.7,5.11,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,10.37,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.0,8.07,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.7,6.45,4.4,30.18,,0.0,ACTIVE,,22.272
1,38328114,3.6,8.37,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,8.26,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.4,7.18,8.0,5.17,,0.0,ACTIVE,,13.755
4,23520563,13.0,6.5,22.0,5.01,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,12.0,8.07,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.5,5.31,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.65,7.74,4.1,30.22,,0.0,ACTIVE,,22.272
1,38328114,3.6,8.37,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,8.26,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.8,5.44,8.4,5.8,,0.0,ACTIVE,,13.755
4,23520563,18.5,5.55,23.0,7.3,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.6,5.97,9.2,7.66,ACTIVE,,9.461
6,25649970,13.0,5.32,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.0,5.55,,0.0,ACTIVE,,8.41
8,37515934,95.0,8.84,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.65,7.74,4.0,6.96,,0.0,ACTIVE,,22.272
1,38328114,3.6,12.19,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,10.5,10.62,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.9,6.86,8.4,5.8,,0.0,ACTIVE,,13.755
4,23520563,14.5,8.11,23.0,8.86,,0.0,ACTIVE,,5.405
5,21949875,7.4,11.92,9.4,9.45,9.2,7.66,ACTIVE,,9.461
6,25649970,13.0,5.32,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.3,14.0,5.55,,0.0,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.6,8.44,3.8,27.85,,0.0,ACTIVE,,22.272
1,38328114,3.7,8.62,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,10.5,6.84,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.5,5.45,8.4,5.8,,0.0,ACTIVE,,13.755
4,23520563,14.5,8.12,23.0,8.86,,0.0,ACTIVE,,5.405
5,21949875,7.4,36.4,9.4,9.45,9.2,7.66,ACTIVE,,9.461
6,25649970,13.0,5.32,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.6,6.41,14.0,5.55,,0.0,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.55,7.83,3.7,27.85,,0.0,ACTIVE,,22.272
1,38328114,3.75,8.72,4.8,7.9,,0.0,ACTIVE,,26.078
2,40031623,11.0,9.68,18.5,8.74,,0.0,ACTIVE,,7.564
3,42336139,5.7,5.3,8.4,8.72,,0.0,ACTIVE,,13.755
4,23520563,13.5,12.2,22.0,5.15,,0.0,ACTIVE,,5.405
5,21949875,7.6,7.62,9.4,9.45,9.2,7.66,ACTIVE,,9.461
6,25649970,13.0,5.72,19.5,5.66,,0.0,ACTIVE,,6.305
7,9363081,9.8,5.5,14.0,5.55,,0.0,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,5.41,85.0,2.0,ACTIVE,,0.749
0,16140152,3.45,8.59,3.7,32.01,3.65,45.95,ACTIVE,,22.272
1,38328114,3.75,5.67,4.8,6.46,4.4,2.59,ACTIVE,,26.078
2,40031623,11.0,9.16,18.5,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,5.5,6.78,8.4,7.35,8.2,1.37,ACTIVE,,13.755
4,23520563,13.5,12.2,23.0,8.6,20.0,0.57,ACTIVE,,5.405
5,21949875,8.2,6.26,11.0,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,5.72,21.0,9.14,17.0,0.67,ACTIVE,,6.305
7,9363081,9.6,5.93,14.0,5.55,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,5.38,410.0,2.03,ACTIVE,,0.749
0,16140152,3.4,8.08,3.55,27.85,3.65,45.95,ACTIVE,,22.272
1,38328114,4.0,8.27,4.8,6.46,4.4,2.59,ACTIVE,,26.078
2,40031623,11.0,9.27,14.5,5.22,17.0,0.67,ACTIVE,,7.564
3,42336139,6.6,6.52,8.4,7.35,8.2,1.37,ACTIVE,,13.755
4,23520563,14.0,7.23,23.0,8.6,20.0,0.57,ACTIVE,,5.405
5,21949875,8.4,12.22,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,9.75,21.0,8.81,17.0,1.33,ACTIVE,,6.305
7,9363081,9.0,11.89,14.0,5.55,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,5.38,410.0,2.03,ACTIVE,,0.749
0,16140152,3.4,7.49,3.55,27.85,3.65,45.95,ACTIVE,,22.272
1,38328114,4.1,5.74,4.8,6.46,4.4,2.59,ACTIVE,,26.078
2,40031623,11.0,9.94,14.5,6.49,17.0,0.67,ACTIVE,,7.564
3,42336139,7.0,6.83,8.8,5.41,8.2,1.37,ACTIVE,,13.755
4,23520563,14.5,5.48,23.0,8.29,20.0,0.57,ACTIVE,,5.405
5,21949875,8.4,13.11,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,10.31,21.0,9.11,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,7.07,13.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,8.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.35,6.34,3.45,27.85,3.65,45.95,ACTIVE,,22.272
1,38328114,4.1,5.3,4.8,6.46,4.4,2.59,ACTIVE,,26.078
2,40031623,11.0,9.94,17.5,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,7.0,13.79,10.5,20.68,8.2,1.37,ACTIVE,,13.755
4,23520563,15.0,5.53,23.0,8.29,20.0,0.57,ACTIVE,,5.405
5,21949875,8.4,12.22,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,10.17,21.0,9.11,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.09,13.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,8.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.25,8.72,3.4,26.02,3.4,54.37,ACTIVE,,22.272
1,38328114,4.1,5.3,6.0,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.43,17.0,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,7.4,6.15,10.0,8.15,8.2,1.37,ACTIVE,,13.755
4,23520563,14.0,5.03,23.0,8.58,20.0,0.57,ACTIVE,,5.405
5,21949875,8.4,12.22,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,9.62,21.0,9.11,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.21,13.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,8.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.2,10.18,3.35,28.13,3.35,58.62,ACTIVE,,22.272
1,38328114,4.2,5.21,5.9,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,6.14,17.0,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,7.6,9.5,10.0,5.23,8.2,1.37,ACTIVE,,13.755
4,23520563,14.0,6.02,23.0,8.58,20.0,0.57,ACTIVE,,5.405
5,21949875,8.4,13.88,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,11.31,21.0,9.11,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.92,13.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.16,420.0,8.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.2,10.18,3.35,28.13,3.35,58.62,ACTIVE,,22.272
1,38328114,4.1,5.3,6.0,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.43,17.5,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,7.6,8.3,10.5,16.0,8.2,1.37,ACTIVE,,13.755
4,23520563,15.5,6.86,25.0,6.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.4,13.88,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.0,10.68,21.0,9.11,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.74,13.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.42,400.0,9.27,410.0,2.03,ACTIVE,,0.749
0,16140152,3.25,6.14,3.4,8.25,3.4,145.65,ACTIVE,,22.272
1,38328114,3.7,8.5,5.9,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.81,17.5,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.5,7.68,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,6.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,5.25,21.0,8.81,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.79,13.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,5.42,390.0,5.27,410.0,2.03,ACTIVE,,0.749
0,16140152,3.3,6.14,3.45,5.4,3.4,145.65,ACTIVE,,22.272
1,38328114,3.7,7.77,6.0,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.81,17.0,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.5,7.68,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,6.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,21.0,8.81,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,6.79,13.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,11.61,390.0,5.27,410.0,2.03,ACTIVE,,0.749
0,16140152,3.45,27.85,3.65,7.81,3.4,145.65,ACTIVE,,22.272
1,38328114,3.7,7.77,5.9,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.81,16.5,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.5,9.68,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.4,8.79,13.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,11.61,390.0,5.27,410.0,2.03,ACTIVE,,0.749
0,16140152,3.45,31.33,3.65,6.96,3.4,145.65,ACTIVE,,22.272
1,38328114,3.7,7.77,5.8,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,5.81,16.5,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.5,9.68,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,13.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,100.0,11.61,450.0,5.02,410.0,2.03,ACTIVE,,0.749
0,16140152,3.6,24.37,3.7,5.2,3.7,159.6,ACTIVE,,22.272
1,38328114,3.7,7.77,5.9,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,8.25,15.5,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.5,9.68,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.37,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,7.23,720.0,5.74,410.0,2.03,ACTIVE,,0.749
0,16140152,3.7,22.64,3.85,14.31,3.75,191.66,ACTIVE,,22.272
1,38328114,3.7,7.77,5.7,5.45,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,8.65,17.0,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.0,26.35,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,6.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,21.0,8.81,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,6.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,9.93,1000.0,6.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.7,22.64,3.85,14.31,3.75,191.66,ACTIVE,,22.272
1,38328114,3.7,7.77,5.5,6.72,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,8.65,15.5,6.71,17.0,0.67,ACTIVE,,7.564
3,42336139,8.6,5.05,11.0,28.75,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,9.93,1000.0,6.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.8,24.37,4.0,6.96,3.85,212.55,ACTIVE,,22.272
1,38328114,3.7,7.77,5.5,7.19,4.4,6.07,ACTIVE,,26.078
2,40031623,11.0,8.65,15.5,6.71,17.0,0.67,ACTIVE,,7.564
3,42336139,8.4,6.79,10.5,5.88,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.6,5.42,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,9.93,1000.0,6.3,410.0,2.03,ACTIVE,,0.749
0,16140152,3.95,7.85,4.6,17.41,3.85,212.55,ACTIVE,,22.272
1,38328114,3.7,7.77,5.2,5.54,4.4,6.07,ACTIVE,,26.078
2,40031623,11.5,10.9,16.0,6.71,17.0,0.67,ACTIVE,,7.564
3,42336139,8.4,6.49,10.5,27.34,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,7.07,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.8,7.57,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,7.85,20.0,6.66,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,9.93,1000.0,6.3,410.0,2.03,ACTIVE,,0.749
0,16140152,4.0,7.93,5.0,8.74,3.85,212.55,ACTIVE,,22.272
1,38328114,3.7,7.77,5.1,7.64,4.4,6.07,ACTIVE,,26.078
2,40031623,12.0,11.68,16.5,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,8.4,6.49,10.0,7.95,8.8,4.85,ACTIVE,,13.755
4,23520563,16.5,9.8,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,8.8,7.5,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,8.3,19.0,5.96,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,9.93,1000.0,6.33,410.0,2.03,ACTIVE,,0.749
0,16140152,4.2,29.21,4.8,5.39,3.85,212.55,ACTIVE,,22.272
1,38328114,3.7,7.77,4.8,6.59,4.4,6.07,ACTIVE,,26.078
2,40031623,11.5,8.47,17.5,8.06,17.0,0.67,ACTIVE,,7.564
3,42336139,8.0,6.55,10.0,5.48,8.8,4.85,ACTIVE,,13.755
4,23520563,17.0,7.09,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,9.0,14.43,11.5,8.19,9.4,26.0,ACTIVE,,9.461
6,25649970,13.5,8.3,18.5,6.34,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,7.23,1000.0,6.33,410.0,2.03,ACTIVE,,0.749
0,16140152,4.2,29.21,4.8,5.11,3.85,212.55,ACTIVE,,22.272
1,38328114,3.7,7.77,4.8,6.55,4.4,6.07,ACTIVE,,26.078
2,40031623,12.0,6.87,16.5,6.19,17.0,0.67,ACTIVE,,7.564
3,42336139,7.6,6.89,9.6,7.74,8.8,4.85,ACTIVE,,13.755
4,23520563,17.5,8.65,25.0,8.79,22.0,12.43,ACTIVE,,5.405
5,21949875,9.0,11.96,9.4,5.18,9.2,30.94,ACTIVE,,9.461
6,25649970,13.5,8.3,18.5,6.34,17.0,1.33,ACTIVE,,6.305
7,9363081,9.2,8.28,12.5,5.86,9.8,13.46,ACTIVE,,8.41
8,37515934,110.0,7.23,1000.0,6.33,410.0,2.03,ACTIVE,,0.749
0,16140152,4.3,5.27,5.1,7.96,4.6,268.24,ACTIVE,,22.272
1,38328114,3.7,6.45,5.1,7.28,4.2,9.19,ACTIVE,,26.078
